ImageID;Mapstruct;PZnaam;TxtImageName;Postzegel_id;Jaar;Uitgiftedatum;Naam;Omschrijving;Kleur;Soort;Tanding;Opdrukwaarde ;BEF;Euro;Nummercode;Postfris met gom;Postfris zonder gom;Gestempeld met gom;Gestempeld zonder gom;Speciaal;Waarde postfris;Waarde gestempeld;Reeks
38;g:\PZ\PostBelg\;;g:\PostBelg1865\C0017.jpg;C0017;1865;;Leopold I;;Grijs;Postzegel;14 1/2 x 14 of 15;0,10;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;110;1,5;
40;g:\PZ\PostBelg\;;g:\PostBelg1865\C0018.jpg;C0018;1865;;Leopold I;;Blauw;Postzegel;14 1/2 x 14 of 15;0,20;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;150;1,5;
42;g:\PZ\PostBelg\;;g:\PostBelg1865\C0019.jpg;C0019;1865;;Leopold I;;Bruin;Postzegel;14 1/2 x 14 of 15;0,30;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;377;10;
44;g:\PZ\PostBelg\;;g:\PostBelg1865\C0020.jpg;C0020;1865;;Leopold I;;Roze;Postzegel;14 1/2 x 14 of 15;0,40;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;450;18;
46;g:\PZ\PostBelg\;;g:\PostBelg1865\C0021.jpg;C0021;1865;;Leopold I;;Violet;Postzegel;14 1/2 x 14 of 15;1,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1200;97;
76;g:\PZ\PostBelg\;;g:\PostBelg1884\C0049.jpg;C0049;1884;;Leopoild II;;Bruin op grijsbruin;Postzegel;14;0,35;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;17;3;
4067;;;g:\PostBelg2010\CBL3994.jpg;CF3995;2010;;Largo Winch Blad van 10 zegels;;;Postzegelvel;;1;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;6,1;0;
3875;g:\PZ\PostBelg\;;;C3867;2009;2/01/2009;Koninklijke beeltenis. Z.M. Koning Albert II met nieuw frankeringssysteem voor Europa en de rest avn de wereld;;Lichtblauw;Postzegel;11 1/2;E1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,8;0,4;
3876;g:\PZ\PostBelg\;;;C3868;2009;2/01/2009;Koninklijke beeltenis. Z.M. Koning Albert II met nieuw frankeringssysteem voor Europa en de rest avn de wereld;;Oranjegeel;Postzegel;11 1/2;W1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2,1;0,6;
3877;g:\PZ\PostBelg\;;;C3869;2009;2/01/2009;Koninklijke beeltenis. Z.M. Koning Albert II met nieuw frankeringssysteem voor Europa en de rest avn de wereld;;Groen;Postzegel;11 1/2;E3;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;5,4;1;
3878;g:\PZ\PostBelg\;;;C3870;2009;2/01/2009;Koninklijke beeltenis. Z.M. Koning Albert II met nieuw frankeringssysteem voor Europa en de rest avn de wereld;;Roze;Postzegel;11 1/2;W3;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;6,3;1,5;
3614;g:\PZ\PostBelg\;;;C3606;2007;27/01/2007;Koninklijke Beeltenis. Z.M. Koning Albert II met internationaal priorlogo;;Grijs;Priorzegel;11 1/2;0,80;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,7;0,8;
3615;g:\PZ\PostBelg\;;;C3607;2007;27/01/2007;Koninklijke Beeltenis. Z.M. Koning Albert II met internationaal priorlogo;;Bruin;Priorzegel;11 1/2;0,90;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,8;0,8;
1584;;;g:\PostBelg1971\C1576.jpg;C1576;1971;17/04/1971;Koninklijke Academie voor Franse Taal en Letterkunde. Opgericht in 1920 door Z.M. Koning Albert op voorstel van Minister Jules Destrée;Koning Albert I en Jules Detsrée en achtergevel van het oorspronkelijke Paleid der Academiën;;Postzegel;11 1/2;7,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,5;0,4;
3670;g:\PZ\PostBelg\;;;C3662;2007;16/06/2007;Kleine musea.;Hasselt - Modemuseum;;Postzegel;11 1/2;0,46;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,6;
3671;g:\PZ\PostBelg\;;;C3663;2007;16/06/2007;Kleine musea.;Lessines - Onze-Lieve-Vrouw-met-de-roos Hospitaal;;Postzegel;11 1/2;0,75;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,6;1,2;
3672;g:\PZ\PostBelg\;;;C3664;2007;16/06/2007;Kleine musea.;Het Joods museum van België;;Postzegel;11 1/2;0,92;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2;1,8;
3868;g:\PZ\PostBelg\;;;C3860;2008;8/11/2008;Kerstmis en Nieuwjaar. Glasraam uit de geboortekerk te Bethlehem.;Kardinaal mercier;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,5;1,3;
3869;g:\PZ\PostBelg\;;;C3861;2008;8/11/2008;Kerstmis en Nieuwjaar. Glasraam uit de geboortekerk te Bethlehem.;Sint-Franciscus;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,5;1,3;
3870;g:\PZ\PostBelg\;;;C3862;2008;8/11/2008;Kerstmis en Nieuwjaar. Glasraam uit de geboortekerk te Bethlehem.;Maria en Jozef;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,5;1,3;
3871;g:\PZ\PostBelg\;;;C3863;2008;8/11/2008;Kerstmis en Nieuwjaar. Glasraam uit de geboortekerk te Bethlehem.;Ordebroeder;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,5;1,3;
3872;g:\PZ\PostBelg\;;;C3864;2008;8/11/2008;Kerstmis en Nieuwjaar. Glasraam uit de geboortekerk te Bethlehem.;Het Kindje Jezus;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,5;1,3;
3741;;;;C3733;2007;10/11/2007;Kerstmis en Nieuwjaar;Versierde kerstboom;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,4;
4236;g:\PZ\PostBelg\;;g:\PostBelg2010\CBL201026.jpg;ZBL2010_026;2010;;Kerstmis - blad van 10 zegels;;;Postzegelvel;;1;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0;0;
1616;;;g:\PostBelg1971\C1608.jpg;C1608;1971;13/11/1971;Kerstmis;"""De vlucht naar Egypte""";;Postzegel;11 1/2;1,50;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,25;0,25;
1658;;;g:\PostBelg1972\C1650.jpg;C1650;1972;11/11/1972;Kerstmis;Naar een werk van Felix Timmermans (1886-1947);;Postzegel;11 1/2;3,50;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0;0;
4120;;;g:\PostBelg2010\C201026.jpg;Z2010_026a;2010;;Kerstmis;;;Postzegel;;1;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0;0;
1611;;;g:\PostBelg1971\C1603.jpg;C1603;1971;2/10/1971;Jules Bordet (1870-1961) en Stijn Streuvels (Frank Lateur) (1871-1969);J. Bordet - bacterioloog (Nobelprijs geneeskunde);;Postzegel;11 1/2;3,50;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,3;0,25;
1612;;;g:\PostBelg1971\C1604.jpg;C1604;1971;2/10/1971;Jules Bordet (1870-1961) en Stijn Streuvels (Frank Lateur) (1871-1969);S. Streuvels - schrijver;;Postzegel;11 1/2;3,50;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,3;0,25;
4002;;;g:\PostBelg2010\C3994.jpg;C3994;2010;22/02/2010;Jeugdfilatelie: Largo Winch;Largo Winch;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,2;0,6;
3358;;;;C3350;2005;15/01/2005;Jeugdfilatelie. Michel Vaillant Van Jean Graton.;Michel Vaillant;;Priorzegel;11 1/2;0,50;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,3;0,6;
3760;g:\PZ\PostBelg\;;;C3752;2008;9/02/2008;Jeugdfilatelie. Jeremiah van Hermann;Jeremiah (€0,54);;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,2;0,6;
3618;g:\PZ\PostBelg\;;;C3610;2007;27/01/2007;Jeugdfilatelie. Alex.;Alex;;Priorzegel;11 1/2;0,52;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,25;1;
1581;;;g:\PostBelg1971\C1573.jpg;C1573;1971;13/03/1971;Jeugdfilatelie;"""De brievenbus""";;Postzegel;11 1/2;1,50;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,25;0,25;
1646;;;g:\PostBelg1972\C1638.jpg;C1638;1972;9/09/1972;Jeugdfilatelie;Naar een schilderij van Gustave De Smet (1877-1943);;;11 1/2;3,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,3;0,25;
1626;;;g:\PostBelg1972\C1618.jpg;C1618;1972;19/02/1972;Internationaal jaar ven het boek;;;Postzegel;11 1/2;7,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,5;0,35;
4083;;;g:\PostBelg2010\C201018A.jpg;Z2010_018a;2010;;Hoogbouw in België voor 1960;;;Postzegel;;1;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0;0;
4084;;;g:\PostBelg2010\C201018B.jpg;Z2010_018b;2010;;Hoogbouw in België voor 1960;;;Postzegel;;1;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0;0;
4085;;;g:\PostBelg2010\C201018C.jpg;Z2010_018c;2010;;Hoogbouw in België voor 1960;;;Postzegel;;1;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0;0;
4086;;;g:\PostBelg2010\C201018D.jpg;Z2010_018d;2010;;Hoogbouw in België voor 1960;;;Postzegel;;1;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0;0;
4087;;;g:\PostBelg2010\C201018E.jpg;Z2010_018e;2010;;Hoogbouw in België voor 1960;;;Postzegel;;1;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0;0;
4225;g:\PZ\PostBelg\;;g:\PostBelg2010\CBL201018.jpg;ZBL2010_018;2010;;Hoogbouw in België voor 1960;;;Postzegelvel;;1;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0;0;
4073;;;g:\PostBelg2010\CBL4043.jpg;CF4043;2010;;Hommage Eddy Merckx 1965 - Blad van 5 zegels;;;Postzegelvel;;2;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0;0;
3629;g:\PZ\PostBelg\;;;C3621;2007;24/02/2007;Het Rode Kruis. De ziekenhuisbibliotheek.;Ziekenhuisbibliotheek;;Priorzegel;11 1/2;0,52;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,6;1,6;
1599;;;g:\PostBelg1971\C1591.jpg;C1591;1971;26/06/1971;Gerorges Hubin (1863-1947), staatsminister;Georges Hubin apostel van het socialisme;;Postzegel;11 1/2;1,50;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,25;0,25;
4008;;;g:\PostBelg2010\C4000.jpg;C4000;2010;15/03/2010;Gentse Floraliën. Bmloeiende postzegels. Een velletje met echt bloemzaad: Zalychnis Cor. Agrostemma;Lychnis coronaria;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,2;0,6;
4009;;;g:\PostBelg2010\C4001.jpg;C4001;2010;;Gentse Floraliën. Bmloeiende postzegels. Een velletje met echt bloemzaad: Zalychnis Cor. Agrostemma;Nicotiana alata;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,2;0,6;
3761;g:\PZ\PostBelg\;;;C3753;2008;9/02/2008;Gentse Floraliën 1808 - 2008. 200 ste verjaardag van de KMLP, organisator van de vijfjaarlijkse Genste Floraliën.;Gentse Floraliën;;Postzegelvel;11 1/2;0,80;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,75;175;
1602;;;g:\PostBelg1971\C1594.jpg;C1594;1971;7/08/1971;Gent;St Niklaaskerk, Belfort en St Baafskathedraal;;Postzegel;11 1/2;2,50;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,25;0,25;
4068;;;g:\PostBelg2010\CBL400001.jpg;CF400001;2010;;Genste Floraliën 2010 blad van 2 x 5 zegels;;;Postzegelvel;;1;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;6,1;0;
3637;g:\PZ\PostBelg\;;;C3629;2007;24/03/2007;Gemeenschappelijke uitgifte met Tsjechië. Het Stoclet huis van Josef Hoffman;Binnenaanzicht;;Postzegel;11 1/2;0,52;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,5;
3638;g:\PZ\PostBelg\;;;C3630;2007;24/03/2007;Gemeenschappelijke uitgifte met Tsjechië. Het Stoclet huis van Josef Hoffman;Buitenaanzicht;;Postzegel;11 1/2;0,80;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2;1,4;
3850;g:\PZ\PostBelg\;;;C3842;2008;18/10/2008;Gemeenschappelijke uitgifte met Nieuw-zeeland. De Eerste Wereldoorlog.;Ieper - Menenpoort;;Postzegel;11 1/2;0,90;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2,2;2;
3851;g:\PZ\PostBelg\;;;C3843;2008;18/10/2008;Gemeenschappelijke uitgifte met Nieuw-zeeland. De Eerste Wereldoorlog.;Nieuwpoort - Standbeeld van Koning Albert I;;Postzegel;11 1/2;0,90;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2,2;2;
3852;g:\PZ\PostBelg\;;;C3844;2008;18/10/2008;Gemeenschappelijke uitgifte met Nieuw-zeeland. De Eerste Wereldoorlog.;"Klaprozen, symbool van ""De Grote oorlog""";;Postzegel;11 1/2;0,90;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2,2;2;
3684;g:\PZ\PostBelg\;;;C3676;2007;1/09/2007;Gemeenschappelijke uitgifte met Luxemburg. Luxemburg, Culturele hoofdstad van Europa 2007.;"""Graf van de reus"" - Botassart";;Postzegel;11 1/2;0,52;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,6;
3685;g:\PZ\PostBelg\;;;C3677;2007;1/09/2007;Gemeenschappelijke uitgifte met Luxemburg. Luxemburg, Culturele hoofdstad van Europa 2007.;Rotonde - Luxemburg;;Postzegel;11 1/2;0,80;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2;1,4;
1649;;;g:\PostBelg1972\C1641.jpg;C1641;1972;21/10/1972;Frans Masereel (1889-1972);Houtsnijder en schilder;;;11 1/2;4,50;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,35;0,25;
3808;;;;C3800;2008;12/07/2008;Folklore en tradities.;Asse - Hopduvelspelen;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,2;0,6;
3809;;;;C3801;2008;12/07/2008;Folklore en tradities.;Brussel - 700e Meiboomplanting;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,2;0,6;
3810;;;;C3802;2008;12/07/2008;Folklore en tradities.;Eupen - Carnaval;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,2;0,6;
3811;;;;C3803;2008;12/07/2008;Folklore en tradities.;"""La Royale Compagnie du Cabaret Wallon tournaisien"" 100e verjaardag";;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,2;0,6;
1579;;;g:\PostBelg1971\C1571.jpg;C1571;1971;13/03/1971;Filantropische uitgave;"""Notre-Dame du Vivier"" Abdij";;Postzegel;11 1/2;3,50;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,3;0,25;
1580;;;g:\PostBelg1971\C1572.jpg;C1572;1971;13/03/1971;Filantropische uitgave;Begijnhof;;Postzegel;11 1/2;7,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,6;0,25;
1889;;;;C1881;1978;18/02/1978;Filantropische uitgave;De verwaarloosde jeugd;;Postzegel;11 1/2;4,50;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,35;0,35;
1890;;;;C1882;1978;18/02/1978;Filantropische uitgave;>Wereld-Hypertensie-Maand;;Postzegel;11 1/2;6,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,5;0,5;
1891;;;;C1883;1978;18/02/1978;Filantropische uitgave;Strijd tegen de tuberculose;;Postzegel;11 1/2;10,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,9;0,9;
3718;g:\PZ\PostBelg\;;;C3710;2007;13/10/2007;Feest van de postzegel. Schrijfmachines.;Remington - Begin 20ste eeuw;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,25;1;
3719;g:\PZ\PostBelg\;;;C3711;2007;13/10/2007;Feest van de postzegel. Schrijfmachines.;Royal - Model circa 1925;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,25;1;
3720;g:\PZ\PostBelg\;;;C3712;2007;13/10/2007;Feest van de postzegel. Schrijfmachines.;Olympia - Model circa 1950;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,25;1;
3721;g:\PZ\PostBelg\;;;C3713;2007;13/10/2007;Feest van de postzegel. Schrijfmachines.;Olivetti - Model circa 1972;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,25;1;
3722;g:\PZ\PostBelg\;;;C3714;2007;13/10/2007;Feest van de postzegel. Schrijfmachines.;Mac - Draagbare computer;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,25;1;
4022;;;g:\PostBelg2010\C4014.jpg;C4014;2010;15/04/2010;Feest van de postzegel. Red de aarde! Winnaars van de tekenwedstrijd voor kinderen van de basisschool.;Oceanen en zeeën;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,2;0,6;
4023;;;g:\PostBelg2010\C4015.jpg;C4015;2010;15/04/2010;Feest van de postzegel. Red de aarde! Winnaars van de tekenwedstrijd voor kinderen van de basisschool.;Bossen;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,2;0,6;
4024;;;g:\PostBelg2010\C4016.jpg;C4016;2010;15/04/2010;Feest van de postzegel. Red de aarde! Winnaars van de tekenwedstrijd voor kinderen van de basisschool.;Bedreigde diersoorten;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,2;0,6;
4025;;;g:\PostBelg2010\C4017.jpg;C4017;2010;15/04/2010;Feest van de postzegel. Red de aarde! Winnaars van de tekenwedstrijd voor kinderen van de basisschool.;Het klimaat;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,2;0,6;
4026;;;g:\PostBelg2010\C4018.jpg;C4018;2010;15/04/2010;Feest van de postzegel. Red de aarde! Winnaars van de tekenwedstrijd voor kinderen van de basisschool.;Energie;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,2;0,6;
3894;g:\PZ\PostBelg\;;;C3886;2009;7/03/2009;"Feest van de postzegel. Het ""mailmoment""";"Een jonge ijk op het ""mailmoment""";;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,2;0,6;
3838;;;;C3830;2008;27/09/2008;Feest van de postzegel. 50 jaar thematische filatelie in België en 50 jaar St.-Gabriël Gilde;Thematische filatelie en St.-Gabriël Gilde;;Postzegel;11 1/2;0,80;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,2;0,6;
3812;;;;C3804;2008;12/07/2008;Expo '58. Wereldtentoonstelling in Brussel.;Hostessen;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,3;1,3;
3813;;;;C3805;2008;12/07/2008;Expo '58. Wereldtentoonstelling in Brussel.;Paviljoen USSR;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,3;1,3;
3814;;;;C3806;2008;12/07/2008;Expo '58. Wereldtentoonstelling in Brussel.;Logo Expo;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,3;1,3;
3815;;;;C3807;2008;12/07/2008;Expo '58. Wereldtentoonstelling in Brussel.;Paviljoen Thiland;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,3;1,3;
3816;;;;C3808;2008;12/07/2008;Expo '58. Wereldtentoonstelling in Brussel.;Atomium © Sabam Balgium 2008;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,3;1,3;
1892;;;;C1884;1978;18/03/1978;Europese actie;25ste verjaring van CEMT (Europese conferentie van Ministers van transport);;Postzegel;11 1/2;10,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,75;0,3;
1893;;;;C1885;1978;18/03/1978;Europese actie;Europees parlement EPPE 5eerste rechtstreekse Algemene Verkiezingen);;Postzegel;11 1/2;10,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,75;0,3;
1894;;;;C1886;1978;18/03/1978;Europese actie;Verdragen van Rome (20ste verjaardag van de ondertekening);;Postzegel;11 1/2;14,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,45;
1895;;;;C1887;1978;18/03/1978;Europese actie;Paul Henri Spaak (1899-1972) Staatsman;;Postzegel;11 1/2;14,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,45;
3895;g:\PZ\PostBelg\;;;C3887;2009;4/04/2009;Europa. Jaar van de Astronomie en 400e verjaardag van de eerste astronomische waarneming door Galileo Galilei.;Onder de Europese hemel;;Postzegelvel;11 1/2;E1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2,5;2;
3788;;;;C3780;2008;17/05/2008;Europa. De brief.;De brief;;Postzegel;11 1/2;0,80;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2;1,5;
1899;;;;C1891;1978;6/05/1978;Europa. Architectuur.;O.L.V. Kathedraal te Antwerpen (naar een gravure van Hollar uit Praag);;Postzegel;11 1/2;8,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,3;
1900;;;;C1892;1978;6/05/1978;Europa. Architectuur.;"""Pont des Trous"" te Tournai (naar een oude gravure)";;Postzegel;11 1/2;14,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2;0,5;
3641;g:\PZ\PostBelg\;;;C3633;2007;28/04/2007;Europa. 100 jaar scouts;Baden-Powell van Gilwell;;Postzegel;11 1/2;0,46;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,2;0,6;
